2022/8/28 下午 10:04:45,Members,Create,N/A, Guest
2022/8/28 下午 10:04:45,Members,Create,N/A, Guest
2022/8/28 下午 10:04:46,Members,Create,N/A, Guest
2022/8/28 下午 10:04:51,HomeManager,Logout,N/A, Guest
2022/8/28 下午 10:04:51,Home,Index,N/A, Guest
2022/8/28 下午 10:04:53,HomeManager,Login,N/A, Guest
2022/8/28 下午 10:05:04,HomeManager,Login,N/A, Guest
2022/8/28 下午 10:05:04,HomeManager,Index,N/A, 1
2022/8/28 下午 10:05:06,Members,Index,N/A, 1
2022/8/28 下午 10:05:08,Members,Create,N/A, 1
2022/8/28 下午 10:05:10,Products,Index,N/A, 1
2022/8/28 下午 10:05:12,Products,Details,B0000000000000000002, 1
2022/8/28 下午 10:05:14,Products,Create,N/A, 1
2022/8/28 下午 10:05:17,Products,Details,B0000000000000000002, 1
2022/8/28 下午 10:05:19,Products,Edit,B0000000000000000002, 1
2022/8/28 下午 10:05:28,HomeManager,Index,N/A, 1
2022/8/28 下午 10:05:29,Suppliers,Index,N/A, 1
2022/8/28 下午 10:05:30,Suppliers,Create,N/A, 1
2022/8/28 下午 10:05:31,Suppliers,Edit,1, 1
2022/8/28 下午 10:05:33,Members,Index,N/A, 1
2022/8/28 下午 10:05:38,Members,Index,N/A, 1
2022/8/28 下午 10:05:38,Products,Index,N/A, 1
2022/8/28 下午 10:05:40,Products,Details,B0000000000000000002, 1
2022/8/28 下午 10:05:41,Products,Index,N/A, 1
2022/8/28 下午 10:05:43,Products,Create,N/A, 1
2022/8/28 下午 10:05:46,Orders,Index,N/A, 1
2022/8/28 下午 10:05:48,Orders,Edit,A00000000000001, 1
2022/8/28 下午 10:05:49,Orders,Create,N/A, 1
2022/8/28 下午 10:05:51,Orders,Edit,A00000000000002, 1
2022/8/28 下午 10:05:55,OrderDetails,Index,N/A, 1
2022/8/28 下午 10:06:03,OrderDetails,Create,N/A, 1
2022/8/28 下午 10:52:17,Home,Index,N/A, Guest
2022/8/28 下午 10:52:27,HomeManager,Login,N/A, Guest
2022/8/28 下午 10:52:34,HomeManager,Login,N/A, Guest
2022/8/28 下午 10:52:36,HomeManager,Index,N/A, 1
2022/8/28 下午 10:52:38,HomeManager,Index,N/A, 1
2022/8/28 下午 10:52:42,HomeManager,Index,N/A, 1
2022/8/28 下午 10:52:47,Home,Index,N/A, 1
2022/8/28 下午 10:52:48,Home,Index,N/A, 1
2022/8/28 下午 10:52:50,Home,ProductList,N/A, 1
2022/8/28 下午 10:52:52,HomeManager,Login,N/A, 1
2022/8/28 下午 10:53:00,HomeManager,Login,N/A, 1
2022/8/28 下午 10:53:00,HomeManager,Index,N/A, 1
2022/8/28 下午 10:53:04,Suppliers,Index,N/A, 1
2022/8/28 下午 10:53:07,Suppliers,Create,N/A, 1
2022/8/28 下午 10:53:09,Suppliers,Edit,1, 1
2022/8/28 下午 10:53:12,Members,Index,N/A, 1
2022/8/28 下午 10:53:14,Members,Create,N/A, 1
2022/8/28 下午 10:53:15,Members,Edit,1, 1
2022/8/28 下午 10:53:18,Members,Details,1, 1
2022/8/28 下午 10:53:22,Products,Index,N/A, 1
2022/8/28 下午 10:53:36,Products,Create,N/A, 1
2022/8/28 下午 10:53:38,Products,Details,B0000000000000000002, 1
2022/8/28 下午 10:53:41,Products,Edit,B0000000000000000002, 1
2022/8/28 下午 10:53:45,Products,Index,N/A, 1
2022/8/28 下午 10:53:46,Products,Create,N/A, 1
2022/8/28 下午 10:53:48,Members,Edit,1, 1
2022/8/28 下午 10:53:50,Members,Details,1, 1
2022/8/28 下午 10:54:05,HomeManager,Index,N/A, 1
2022/8/28 下午 10:54:06,Suppliers,Index,N/A, 1
2022/8/28 下午 10:54:08,Members,Index,N/A, 1
2022/8/28 下午 10:54:08,Products,Index,N/A, 1
2022/8/28 下午 10:54:10,Orders,Index,N/A, 1
2022/8/28 下午 10:54:11,OrderDetails,Index,N/A, 1
2022/8/28 下午 10:54:14,Suppliers,Index,N/A, 1
2022/8/28 下午 10:54:15,Suppliers,Create,N/A, 1
2022/8/28 下午 10:54:17,Suppliers,Edit,1, 1
2022/8/28 下午 10:54:20,Members,Index,N/A, 1
2022/8/28 下午 10:54:21,Members,Edit,1, 1
2022/8/28 下午 10:54:23,Members,Details,1, 1
2022/8/28 下午 10:54:33,Products,Index,N/A, 1
2022/8/28 下午 10:54:34,Products,Create,N/A, 1
2022/8/28 下午 10:54:37,Products,Details,B0000000000000000002, 1
2022/8/28 下午 10:54:40,Products,Details,B0000000000000000002, 1
2022/8/28 下午 10:54:41,Products,Edit,B0000000000000000002, 1
2022/8/28 下午 10:54:52,Orders,Index,N/A, 1
2022/8/28 下午 10:54:53,Orders,Create,N/A, 1
2022/8/28 下午 10:54:56,Orders,Edit,A00000000000001, 1
2022/8/28 下午 10:54:58,Orders,Edit,A00000000000001, 1
2022/8/28 下午 10:55:02,Orders,Delete,A00000000000001, 1
2022/8/28 下午 10:55:53,Orders,Index,N/A, 1
2022/8/28 下午 10:56:05,OrderDetails,Index,N/A, 1
2022/8/28 下午 10:56:07,OrderDetails,Edit,A00000000000001, 1
2022/8/28 下午 10:56:10,OrderDetails,Create,N/A, 1
2022/8/28 下午 10:56:14,Suppliers,Index,N/A, 1
2022/8/28 下午 10:56:15,Members,Index,N/A, 1
2022/8/28 下午 10:56:15,Products,Index,N/A, 1
2022/8/28 下午 10:56:16,Orders,Index,N/A, 1
2022/8/28 下午 10:56:16,OrderDetails,Index,N/A, 1
2022/8/28 下午 10:56:25,Orders,Index,N/A, 1
2022/8/28 下午 10:56:28,Products,Index,N/A, 1
2022/8/28 下午 10:56:29,Orders,Index,N/A, 1
2022/8/28 下午 10:56:32,Products,Index,N/A, 1
2022/8/28 下午 10:56:33,Orders,Index,N/A, 1
2022/8/28 下午 10:57:35,Orders,Create,N/A, 1
2022/8/28 下午 10:58:36,Orders,Create,N/A, 1
2022/8/28 下午 10:59:07,Orders,Create,N/A, 1
2022/8/28 下午 10:59:33,HomeManager,Login,N/A, 1
2022/8/28 下午 10:59:36,Suppliers,Index,N/A, 1
2022/8/28 下午 10:59:38,Suppliers,Create,N/A, 1
2022/8/28 下午 10:59:44,Suppliers,Edit,1, 1
2022/8/28 下午 11:01:12,Suppliers,Index,N/A, 1
2022/8/28 下午 11:01:14,Members,Index,N/A, 1
2022/8/28 下午 11:03:21,Suppliers,Index,N/A, 1
2022/8/28 下午 11:03:24,Members,Index,N/A, 1
2022/8/28 下午 11:03:25,Products,Index,N/A, 1
2022/8/28 下午 11:05:49,Orders,Index,N/A, 1
2022/8/28 下午 11:06:47,Orders,Index,N/A, 1
2022/8/28 下午 11:06:55,Orders,Index,N/A, 1
2022/8/28 下午 11:06:58,Orders,Index,N/A, 1
2022/8/28 下午 11:06:58,Orders,Index,N/A, 1
2022/8/28 下午 11:07:10,OrderDetails,Index,N/A, 1
2022/8/28 下午 11:07:12,Orders,Index,N/A, 1
2022/8/28 下午 11:07:43,Orders,Index,N/A, 1
2022/8/28 下午 11:07:48,HomeManager,Logout,N/A, 1
2022/8/28 下午 11:07:48,Home,Index,N/A, Guest
2022/8/28 下午 11:07:49,HomeManager,Login,N/A, Guest
2022/8/28 下午 11:07:56,HomeManager,Login,N/A, Guest
2022/8/28 下午 11:08:02,HomeManager,Login,N/A, Guest
2022/8/28 下午 11:08:02,HomeManager,Index,N/A, 1
2022/8/28 下午 11:08:04,HomeManager,Index,N/A, 1
2022/8/28 下午 11:08:05,Suppliers,Index,N/A, 1
2022/8/28 下午 11:08:06,Members,Index,N/A, 1
2022/8/28 下午 11:08:07,Products,Index,N/A, 1
2022/8/28 下午 11:08:11,Orders,Index,N/A, 1
2022/8/28 下午 11:08:12,OrderDetails,Index,N/A, 1
2022/8/28 下午 11:08:15,HomeManager,Index,N/A, 1
2022/8/28 下午 11:08:16,Suppliers,Index,N/A, 1
2022/8/28 下午 11:08:17,Members,Index,N/A, 1
2022/8/28 下午 11:08:18,Products,Index,N/A, 1
2022/8/28 下午 11:08:21,Orders,Index,N/A, 1
2022/8/28 下午 11:08:22,Products,Index,N/A, 1
2022/8/28 下午 11:08:24,HomeManager,Index,N/A, 1
2022/8/28 下午 11:08:25,Suppliers,Index,N/A, 1
2022/8/28 下午 11:08:31,Members,Index,N/A, 1
2022/8/28 下午 11:08:33,Products,Index,N/A, 1
2022/8/28 下午 11:08:37,Members,Index,N/A, 1
2022/8/28 下午 11:08:40,Products,Index,N/A, 1
2022/8/28 下午 11:08:43,HomeManager,Index,N/A, 1
2022/8/28 下午 11:08:45,Suppliers,Index,N/A, 1
2022/8/28 下午 11:08:46,Suppliers,Edit,1, 1
2022/8/28 下午 11:09:00,Suppliers,Index,N/A, 1
2022/8/28 下午 11:09:02,Suppliers,Create,N/A, 1
2022/8/28 下午 11:09:04,Suppliers,Edit,1, 1
2022/8/28 下午 11:09:13,Suppliers,Index,N/A, 1
2022/8/28 下午 11:09:15,Members,Index,N/A, 1
2022/8/28 下午 11:09:16,Members,Edit,1, 1
2022/8/28 下午 11:09:21,Members,Details,1, 1
2022/8/28 下午 11:09:25,Suppliers,Edit,1, 1
2022/8/28 下午 11:09:30,Suppliers,Index,N/A, 1
2022/8/28 下午 11:09:31,Members,Index,N/A, 1
2022/8/28 下午 11:09:32,Members,Edit,1, 1
2022/8/28 下午 11:10:14,Suppliers,Index,N/A, 1
2022/8/28 下午 11:10:16,Suppliers,Create,N/A, 1
2022/8/28 下午 11:11:09,Suppliers,Index,N/A, 1
2022/8/28 下午 11:11:11,Suppliers,Create,N/A, 1
2022/8/28 下午 11:11:15,Suppliers,Edit,1, 1
2022/8/28 下午 11:11:29,Suppliers,Edit,1, 1
2022/8/28 下午 11:11:33,Suppliers,Index,N/A, 1
2022/8/28 下午 11:11:34,Suppliers,Create,N/A, 1
2022/8/28 下午 11:11:35,Suppliers,Edit,1, 1
2022/8/28 下午 11:11:40,Members,Index,N/A, 1
2022/8/28 下午 11:11:41,Members,Create,N/A, 1
2022/8/28 下午 11:11:43,Members,Edit,1, 1
2022/8/28 下午 11:11:44,Members,Details,1, 1
2022/8/28 下午 11:11:47,Products,Index,N/A, 1
2022/8/28 下午 11:11:49,Products,Details,B0000000000000000002, 1
2022/8/28 下午 11:11:54,Products,Details,B0000000000000000002, 1
2022/8/28 下午 11:11:56,Products,Details,B0000000000000000002, 1
2022/8/28 下午 11:12:23,Products,Index,N/A, 1
2022/8/28 下午 11:12:27,Products,Create,N/A, 1
2022/8/28 下午 11:12:37,Products,Create,N/A, 1
2022/8/28 下午 11:12:39,Products,Details,B0000000000000000002, 1
2022/8/28 下午 11:13:21,Products,Details,C0000000000000000003, 1
2022/8/28 下午 11:13:47,Products,Edit,C0000000000000000003, 1
2022/8/28 下午 11:14:03,Products,Details,B0000000000000000002, 1
2022/8/28 下午 11:14:59,Orders,Index,N/A, 1
2022/8/28 下午 11:15:01,Orders,Create,N/A, 1
2022/8/28 下午 11:16:25,Members,Index,N/A, 1
2022/8/28 下午 11:16:26,HomeManager,Index,N/A, 1
2022/8/28 下午 11:16:27,Suppliers,Index,N/A, 1
2022/8/28 下午 11:16:28,Members,Index,N/A, 1
2022/8/28 下午 11:16:29,Suppliers,Index,N/A, 1
2022/8/28 下午 11:16:29,Members,Index,N/A, 1
2022/8/28 下午 11:16:31,Products,Index,N/A, 1
2022/8/28 下午 11:16:33,Orders,Index,N/A, 1
2022/8/28 下午 11:16:34,Products,Index,N/A, 1
2022/8/28 下午 11:16:35,Orders,Index,N/A, 1
2022/8/28 下午 11:17:29,Orders,Index,N/A, 1
2022/8/28 下午 11:17:34,OrderDetails,Index,N/A, 1
2022/8/28 下午 11:17:36,Orders,Index,N/A, 1
2022/8/28 下午 11:17:38,Orders,Create,N/A, 1
2022/8/28 下午 11:18:03,OrderDetails,Index,N/A, 1
2022/8/28 下午 11:18:04,OrderDetails,Edit,A00000000000001, 1
2022/8/28 下午 11:19:04,Orders,Index,N/A, 1
2022/8/28 下午 11:19:05,Products,Index,N/A, 1
2022/8/28 下午 11:19:07,Orders,Index,N/A, 1
2022/8/28 下午 11:19:08,Orders,Create,N/A, 1
2022/8/28 下午 11:19:29,Orders,Index,N/A, 1
2022/8/28 下午 11:19:30,Products,Index,N/A, 1
2022/8/28 下午 11:19:31,Products,Create,N/A, 1
2022/8/28 下午 11:19:34,Orders,Index,N/A, 1
2022/8/28 下午 11:19:35,Orders,Create,N/A, 1
2022/8/28 下午 11:20:03,Orders,Create,N/A, 1
2022/8/28 下午 11:20:06,Orders,Edit,A00000000000001, 1
2022/8/28 下午 11:20:11,OrderDetails,Index,N/A, 1
2022/8/28 下午 11:20:12,OrderDetails,Create,N/A, 1
2022/8/28 下午 11:20:17,Orders,Create,N/A, 1
2022/8/28 下午 11:20:22,Products,Index,N/A, 1
2022/8/28 下午 11:20:23,Products,Create,N/A, 1
2022/8/28 下午 11:20:25,Orders,Index,N/A, 1
2022/8/28 下午 11:20:26,OrderDetails,Index,N/A, 1
2022/8/28 下午 11:20:27,OrderDetails,Create,N/A, 1
2022/8/28 下午 11:20:31,Orders,Index,N/A, 1
2022/8/28 下午 11:20:32,Orders,Create,N/A, 1
2022/8/28 下午 11:20:34,OrderDetails,Index,N/A, 1
2022/8/28 下午 11:20:35,OrderDetails,Create,N/A, 1
2022/8/28 下午 11:21:54,OrderDetails,Create,N/A, 1
2022/8/28 下午 11:22:10,Suppliers,Index,N/A, 1
2022/8/28 下午 11:22:12,Suppliers,Create,N/A, 1
2022/8/28 下午 11:22:14,Suppliers,Edit,1, 1
2022/8/28 下午 11:22:18,Members,Index,N/A, 1
2022/8/28 下午 11:22:19,Members,Create,N/A, 1
2022/8/28 下午 11:22:20,Members,Edit,1, 1
2022/8/28 下午 11:22:22,Members,Details,1, 1
2022/8/28 下午 11:22:24,Members,Edit,1, 1
2022/8/28 下午 11:22:27,Products,Index,N/A, 1
2022/8/28 下午 11:22:28,Products,Create,N/A, 1
2022/8/28 下午 11:22:30,Products,Details,C0000000000000000003, 1
2022/8/28 下午 11:22:34,Orders,Index,N/A, 1
2022/8/28 下午 11:22:35,Orders,Create,N/A, 1
2022/8/28 下午 11:22:57,Orders,Create,N/A, 1
2022/8/28 下午 11:23:00,Orders,Index,N/A, 1
2022/8/28 下午 11:23:03,Orders,Edit,A00000000000001, 1
2022/8/28 下午 11:23:23,Orders,Create,N/A, 1
2022/8/28 下午 11:23:25,Orders,Edit,A00000000000001, 1
2022/8/28 下午 11:23:52,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:24:00,Orders,Create,N/A, Guest
2022/8/28 下午 11:24:10,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:24:30,Orders,Index,N/A, Guest
2022/8/28 下午 11:24:32,Orders,Create,N/A, Guest
2022/8/28 下午 11:24:34,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:24:37,OrderDetails,Index,N/A, Guest
2022/8/28 下午 11:24:39,OrderDetails,Create,N/A, Guest
2022/8/28 下午 11:24:46,OrderDetails,Edit,A00000000000001, Guest
2022/8/28 下午 11:24:48,OrderDetails,Edit,A00000000000001, Guest
2022/8/28 下午 11:24:52,OrderDetails,Create,N/A, Guest
2022/8/28 下午 11:25:00,Suppliers,Index,N/A, Guest
2022/8/28 下午 11:25:01,Suppliers,Create,N/A, Guest
2022/8/28 下午 11:25:04,Members,Index,N/A, Guest
2022/8/28 下午 11:25:05,Members,Create,N/A, Guest
2022/8/28 下午 11:25:07,Members,Edit,1, Guest
2022/8/28 下午 11:25:09,Members,Details,1, Guest
2022/8/28 下午 11:25:12,Products,Index,N/A, Guest
2022/8/28 下午 11:25:13,Members,Index,N/A, Guest
2022/8/28 下午 11:25:14,Members,Details,1, Guest
2022/8/28 下午 11:25:16,Members,Index,N/A, Guest
2022/8/28 下午 11:25:17,Products,Index,N/A, Guest
2022/8/28 下午 11:25:21,Products,Details,B0000000000000000002, Guest
2022/8/28 下午 11:25:24,Members,Create,N/A, Guest
2022/8/28 下午 11:25:25,Products,Index,N/A, Guest
2022/8/28 下午 11:25:27,Products,Create,N/A, Guest
2022/8/28 下午 11:25:31,Members,Details,4, Guest
2022/8/28 下午 11:25:33,Members,Edit,4, Guest
2022/8/28 下午 11:25:37,Products,Index,N/A, Guest
2022/8/28 下午 11:25:41,Orders,Index,N/A, Guest
2022/8/28 下午 11:25:41,Orders,Create,N/A, Guest
2022/8/28 下午 11:25:47,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:26:01,Orders,Create,N/A, Guest
2022/8/28 下午 11:26:06,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:26:07,Orders,Create,N/A, Guest
2022/8/28 下午 11:26:11,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:26:48,Orders,Create,N/A, Guest
2022/8/28 下午 11:27:14,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:27:32,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:27:50,Orders,Create,N/A, Guest
2022/8/28 下午 11:28:36,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:29:28,Orders,Edit,A00000000000002, Guest
2022/8/28 下午 11:31:33,Orders,Create,N/A, Guest
2022/8/28 下午 11:33:45,Orders,Create,N/A, Guest
2022/8/28 下午 11:34:04,Orders,Create,N/A, Guest
2022/8/28 下午 11:34:12,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:34:45,Orders,Edit,A00000000000001, Guest
2022/8/28 下午 11:34:50,OrderDetails,Index,N/A, Guest
2022/8/28 下午 11:35:22,OrderDetails,Edit,A00000000000001, Guest
2022/8/28 下午 11:35:26,OrderDetails,Create,N/A, Guest
2022/8/28 下午 11:35:52,OrderDetails,Edit,A00000000000001, Guest
2022/8/28 下午 11:36:15,OrderDetails,Create,N/A, Guest
